Ngay,Thay doi,Mo cua,Cao nhat,Thap nhat,Dong cua,Trung binh,Dong cua DC,Khoi luong
4/2/2020,58.82352941,61.9,62,58,58,59.12,51.66,26.81
5/2/2020,58.82352941,58,59,57,57.9,57.82,51.57,9.27
6/2/2020,57.97101449,57,57.6,55,55.9,55.86,49.79,14.75
7/2/2020,55.90062112,55.9,55.9,54.5,55,54.74,48.99,22.8
10/2/2020,54.99276411,55.4,58.8,55.4,58.8,58.28,52.38,28.02
11/2/2020,58.82352941,60.4,60.4,58.4,59,59.22,52.55,6.94
12/2/2020,58.99705015,59,59,57,57,57.95,50.77,4.09
13/02/2020,57.14285714,57,57,56.6,56.6,56.8,50.42,3.82
14/02/2020,56.60377358,56.6,57,55.5,56,56.07,49.88,10.38
17/02/2020,55.55555556,56,57,56,56.1,56.18,49.97,1.78
18/02/2020,56,56.1,57.5,56,57.5,56.94,51.22,9.29
19/02/2020,57.37704918,57.5,57.5,56.8,56.8,57.15,50.59,1.11
20/02/2020,56.60377358,57.8,57.8,55.7,57.4,56.99,51.13,5.44
21/02/2020,57.14285714,57.8,57.8,56.5,57,56.88,50.77,3.27
24/02/2020,56.60377358,57.5,57.5,54.5,56.7,54.88,50.5,11.57
25/02/2020,57.14285714,56.5,56.5,55.1,56.5,55.52,50.33,6.61
26/02/2020,56.60377358,56.8,56.8,54.8,56.2,55.34,50.06,4.68
27/02/2020,55.55555556,55.8,59,55.8,56.4,58.39,50.24,9.54
28/02/2020,56.17977528,56.4,56.4,55.8,55.9,56.12,49.79,3.76
2/3/2020,0.00 / 0.00%,55.9,55.9,55.9,55.9,55.9,49.79,10
3/3/2020,55.90062112,55.9,57.9,55,55,55.6,48.99,7.41
4/3/2020,54.94505495,55,55,53.5,53.5,54.17,47.65,12.96
5/3/2020,53.57142857,53.5,55.8,53.5,55.3,54.53,49.26,3.46
6/3/2020,55.31914894,53.1,55.2,53.1,54,54.24,48.1,6.6
9/3/2020,54.05405405,54,54,52.8,52.8,52.93,47.03,33.8
10/3/2020,52.77777778,49.25,52.6,49.25,50.9,50.24,45.34,25.26
11/3/2020,50.96418733,51,51,49.05,49.05,49.56,43.69,22.5
12/3/2020,49.08485857,45.65,47.5,45.65,46.1,45.95,41.06,22.24
13/03/2020,46.08294931,45.9,49.3,43.1,47.1,45.41,41.95,6.21
16/03/2020,47.12041885,49.9,49.9,47.5,48,48.17,42.76,4.36
17/03/2020,48.02259887,48,49.7,48,49.7,48.88,44.27,8.92
18/03/2020,49.79253112,50.9,51.5,50.9,50.9,51.1,45.34,5.01
19/03/2020,50.84745763,52.9,52.9,48.8,48.8,49.62,43.47,1.33
20/03/2020,49.18032787,48.8,48.8,48,48.5,48.73,43.2,1.97
23/03/2020,48.54368932,49.5,49.5,46.5,46.5,47.24,41.42,3.98
24/03/2020,46.2962963,47,47,47,47,47,41.86,1.8
25/03/2020,46.989721,47,50.2,47,50.2,48.6,44.71,5.72
26/03/2020,50,50.2,51.8,50.1,50.8,50.61,45.25,8.22
27/03/2020,51.28205128,51.5,51.5,50.8,51,50.81,45.43,4.92
30/03/2020,51.02040816,49,50,48,49,48.2,43.65,6.66
31/03/2020,49.01960784,49,50,46.5,48.5,48.71,43.2,4.25
1/4/2020,48.54368932,48.5,50,48.5,50,48.53,44.54,2.72
3/4/2020,50,51,51,50,50.5,50.99,44.98,3.04
6/4/2020,50.53191489,50.5,52.5,48,52.4,49.61,46.67,16.55
7/4/2020,52.17391304,55.7,55.7,52.4,53,52.55,47.21,8.83
8/4/2020,52.91005291,53.5,54,52.5,54,53.67,48.1,9.13
9/4/2020,54.05405405,55,56.8,52.5,52.8,54.96,47.03,12.79
10/4/2020,52.63157895,55,55,53,53.5,53.41,47.65,880
13/04/2020,53.57142857,54.5,54.7,53.6,54.7,53.94,48.72,2.54
14/04/2020,54.79452055,55.3,55.3,52,53.9,52.94,48.01,7.65
15/04/2020,53.57142857,54.9,55,54,54.2,54.5,48.28,9.23
16/04/2020,54.54545455,54.2,54.5,54.2,54.5,54.35,48.54,150
17/04/2020,54.54545455,52.5,55,52.5,54.8,54.88,48.81,1.64
20/04/2020,54.85232068,55,56.8,55,56.1,56.01,49.97,4.91
21/04/2020,55.55555556,57,57,54.2,56,55.61,49.88,1.87
22/04/2020,55.90062112,55,57,54,56.9,54.6,50.68,4.67
23/04/2020,57.14285714,56.9,57.5,56.5,56.5,57.41,50.33,540
24/04/2020,56.81818182,56,56.5,55.1,56,55.83,49.88,3.6
27/04/2020,55.94405594,56,56.8,54.5,56.8,55.63,50.59,2.93
28/04/2020,55.55555556,55,57,55,56.9,56.34,50.68,1.42
29/04/2020,56.96202532,56.9,56.9,54.5,56,56.03,49.88,1.16
4/5/2020,0.00 / 0.00%,56,58,56,56,56.21,49.88,9.98
5/5/2020,56.17977528,55.1,57,55.1,56.5,56.37,50.33,8.87
6/5/2020,56.81818182,56.5,57,56.5,57,56.68,50.77,4.34
7/5/2020,56.60377358,56,57.4,56,57.3,57,51.04,6
8/5/2020,58.82352941,57.3,57.3,57,57.2,57.2,50.95,1.93
11/5/2020,57.14285714,57.3,57.3,57,57,57.15,50.77,2.02
12/5/2020,57.14285714,57.1,57.3,57,57.2,57.15,50.95,2.51
13/05/2020,57.14285714,56.6,57.4,56.6,57.4,57,51.13,30
14/05/2020,57.14285714,57.7,57.7,57.2,57.2,57.54,50.95,4.31
15/05/2020,57.14285714,57,57.5,56.9,57.4,57.03,51.13,2.56
18/05/2020,57.14285714,57,57.6,56.9,57.6,57.05,51.31,1.56
19/05/2020,57.47126437,57,57.1,57,57.1,57.06,50.86,4.96
20/05/2020,56.96202532,57,58,57,58,57.55,51.66,2.12
21/05/2020,58.13953488,56,60.4,56,58.5,57.85,52.11,2.23
22/05/2020,58.82352941,58.5,59,57.5,58.9,58.06,52.46,620
25/05/2020,58.82352941,58.9,60,58,59.8,58.39,53.27,4.35
26/05/2020,59.70149254,57.5,59.4,57.5,59,59.02,52.55,1.83
27/05/2020,0.00 / 0.00%,59,59,59,59,59,52.55,1.44
28/05/2020,59.17159763,58.9,58.9,58,58,58.21,51.66,2.01
29/05/2020,57.97101449,58,58.8,58,58.8,58.2,52.38,1.22
1/6/2020,58.82352941,58.8,59,58.5,58.5,58.81,52.11,6.7
2/6/2020,0.00 / 0.00%,58,58.5,58,58.5,58.06,52.11,2.48
3/6/2020,58.82352941,59.4,59.4,58,58,58.7,51.66,90
4/6/2020,58.82352941,59,59,57.8,57.8,58.11,51.48,2.96
5/6/2020,0.00 / 0.00%,57.8,58,57.8,57.8,57.85,51.48,1.12
8/6/2020,57.85123967,58.9,58.9,58.5,58.5,58.7,52.11,1.85
9/6/2020,58.82352941,58.5,58.5,58.1,58.1,58.39,51.75,2.86
10/6/2020,0.00 / 0.00%,58.2,58.4,58.1,58.1,58.2,51.75,1.55
11/6/2020,58.82352941,58.3,58.3,58,58,58.08,51.66,8.35
12/6/2020,58.13953488,57.5,57.5,54.5,57.5,57.11,51.22,3.87
15/06/2020,57.47126437,57.5,57.5,56.5,56.5,57,50.33,1.16
16/06/2020,56.81818182,57.8,57.8,57,57,57.4,50.77,170
17/06/2020,0.00 / 0.00%,57.5,57.5,57,57,57.25,50.77,1.34
18/06/2020,56.81818182,57,57.5,56.5,56.5,56.71,51.23,1.64
19/06/2020,56.52173913,57.9,57.9,57.8,57.8,57.85,52.4,40
22/06/2020,57.14285714,59.6,59.6,58,58,58.8,52.59,640
23/06/2020,58.13953488,59.4,59.4,57.5,57.5,58.33,52.13,120
24/06/2020,0.00 / 0.00%,57.5,57.5,57.5,57.5,57.5,52.13,60
25/06/2020,57.32484076,56.7,56.7,56.6,56.6,56.65,51.32,3.87
26/06/2020,56.60377358,54,56.6,54,56,55.56,50.77,450
29/06/2020,55.98455598,55,55,53.1,53.1,54.19,48.14,4.65
30/06/2020,52.63157895,53.2,53.2,52,53.2,52.78,48.23,2.88
1/7/2020,52.63157895,53,53,52,53,52.77,48.05,5.59
2/7/2020,53.09734513,53,53,51.8,51.8,52.17,46.96,920
3/7/2020,51.28205128,52,52,51.7,52,51.93,47.15,4.14
6/7/2020,51.99306759,55.5,55.5,52.1,55,53.21,49.87,1.09
7/7/2020,54.97382199,53,53,52.9,52.9,52.95,47.96,400
8/7/2020,52.88461538,52.9,54,52.5,54,52.73,48.96,2.75
9/7/2020,0.00 / 0.00%,54,54,54,54,54,48.96,0
10/7/2020,53.97727273,53.9,53.9,51.8,52.1,52,47.24,2.75
13/07/2020,51.94805195,52.1,52.9,52.1,52.9,52.41,47.96,1.45
14/07/2020,52.63157895,52.6,53.3,52,53.3,52.49,48.32,2.21
15/07/2020,53.29153605,53.5,55.5,53.5,55,54.96,49.87,12.41
16/07/2020,54.94505495,55,56.5,55,56,55.5,50.77,3.91
17/07/2020,0.00 / 0.00%,56,56,54.3,56,55.58,50.77,390
20/07/2020,56.33802817,56,57,56,56.4,56.03,51.13,3.48
21/07/2020,0.00 / 0.00%,53.8,56.5,53.7,56.4,56.3,51.13,2.7
22/07/2020,56.17977528,56.9,56.9,56.9,56.9,56.9,51.59,150
23/07/2020,56.85618729,53.6,55.9,53.6,55.2,55.66,50.05,2.21
24/07/2020,55.13784461,55.8,55.8,53,53,53.14,48.05,2.39
27/07/2020,52.94117647,53,55.9,49.8,53.9,52.75,48.87,2.18
28/07/2020,53.82436261,53,56.9,52,55.8,54.62,50.59,1.19
29/07/2020,55.76208178,52,54.7,52,54.3,54.18,49.23,2.75
30/07/2020,54.31309904,54.3,56.8,54.3,56,55.4,50.77,2.13
31/07/2020,56.12244898,58.2,58.2,57,57.1,57.35,51.77,10.95
3/8/2020,56.99481865,56,57.2,56,56,56.59,50.77,3.64
4/8/2020,55.90062112,55,57,55,56.9,56.22,51.59,5.39
5/8/2020,55.55555556,56.9,57,56.5,57,56.85,51.68,560
6/8/2020,57.14285714,56.5,56.5,55,56.4,56.1,51.13,2.46
7/8/2020,56.41025641,56.4,57.5,55.2,57.5,56.12,52.13,2.37
10/8/2020,57.61316872,57.8,57.8,56,56.1,57.41,50.86,540
11/8/2020,56.07476636,56,56.5,55.5,55.5,55.97,50.32,4.02
12/8/2020,55.55555556,55.5,56.7,55.5,55.6,55.71,50.41,3.5
13/08/2020,0.00 / 0.00%,55.6,56,55.4,55.6,55.7,50.41,51.83
14/08/2020,55.55555556,55.6,56.6,55.3,56.5,56.01,51.23,54.85
17/08/2020,55.55555556,55.7,57,55,56.4,56.05,51.13,33.33
18/08/2020,56.60377358,56.4,57.2,56.1,56.1,56.8,50.86,9.12
19/08/2020,55.55555556,57,57,56,56,56.37,50.77,9.58
20/08/2020,56.33802817,55.7,56.4,55.5,55.6,55.66,50.41,50.83
21/08/2020,0.00 / 0.00%,55.5,55.8,55.5,55.6,55.56,50.41,52.68
24/08/2020,0.00 / 0.00%,55.9,56.2,55,55.6,55.27,50.41,27.54
25/08/2020,55.55555556,55.6,55.6,55.2,55.4,55.52,50.23,17.92
26/08/2020,55.55555556,55.5,55.5,55,55,55.12,49.87,36.9
27/08/2020,55.17241379,55,55,53.9,54.2,54.1,49.14,27.91
28/08/2020,54.26356589,54.2,55.9,54.2,55.6,54.57,50.41,3.94
31/08/2020,55.55555556,55.1,55.5,55,55,55.1,49.87,4.61
1/9/2020,54.54545455,54.6,55,54.5,54.7,54.84,49.59,1.55
3/9/2020,0.00 / 0.00%,54.7,55,54.6,54.7,54.67,49.59,10.7
4/9/2020,54.54545455,54.6,55,54.4,55,54.79,49.87,1.88
7/9/2020,54.54545455,55.1,56.9,55.1,55.3,56.31,50.14,26.55
8/9/2020,55.21472393,56,56.5,55.3,56.2,56.17,50.95,3.08
9/9/2020,55.55555556,56.2,56.4,56,56.3,56.22,51.04,458.178
10/9/2020,55.55555556,56.3,56.5,56.2,56.2,56.29,50.95,14
11/9/2020,0.00 / 0.00%,56.2,56.5,56,56.2,56.26,50.95,5.51
14/09/2020,55.55555556,56.2,56.3,55.4,56,56.1,50.77,3.85
15/09/2020,55.94405594,56,57.8,55.8,57.6,57.19,52.22,46.65
16/09/2020,0.00 / 0.00%,58,58,57,57.6,57.31,52.22,6.7
17/09/2020,58.82352941,57.7,57.7,57,57.5,57.17,52.13,12.7
18/09/2020,57.14285714,56.5,57.8,56.5,57.7,57.5,52.31,9.53
21/09/2020,57.85123967,57.7,57.9,57,57,57.21,51.68,2.22
22/09/2020,57.14285714,57,57,56.8,56.8,56.96,51.5,16.1
23/09/2020,55.55555556,56.8,57,56.8,56.9,56.9,51.59,6.45
24/09/2020,55.55555556,56.9,57,56.5,56.8,56.76,51.5,4.44
25/09/2020,55.55555556,56.8,56.8,56.5,56.7,56.56,51.41,8.08
28/09/2020,55.55555556,56.5,57.7,56.5,56.6,56.93,51.32,11.91
29/09/2020,57.14285714,57,57,56.8,56.8,56.83,51.5,16.52
30/09/2020,56.60377358,57,57.4,56.7,57.4,56.88,52.04,35.55
1/10/2020,0.00 / 0.00%,57,57.7,57,57.4,57.36,52.04,7.81
2/10/2020,58.82352941,57.7,57.8,57.1,57.5,57.5,52.13,10.73
5/10/2020,58.82352941,57.5,57.6,56.5,57.6,57.48,52.22,15.57
6/10/2020,58.82352941,57.6,57.8,57.6,57.7,57.68,52.31,5.01
7/10/2020,57.14285714,57,58,57,57.9,57.55,52.49,13.45
8/10/2020,57.94392523,57.9,61.1,57.9,61,59.68,55.3,25.05
9/10/2020,60.99518459,62.4,64.8,62.4,64.8,63.95,58.75,18.03
12/10/2020,0.00 / 0.00%,64.8,65.1,63.9,64.8,64.88,58.75,25.63
13/10/2020,64.86486486,64.5,64.5,62.3,62.4,62.52,56.57,16.14
14/10/2020,62.5,64.4,64.4,62.2,62.2,62.41,56.39,1.41
15/10/2020,62.14689266,63,63.9,63,63.3,63.45,57.39,2.38
16/10/2020,63.41463415,63.3,63.3,61.5,62,61.72,56.21,2.09
19/10/2020,61.8556701,62.5,63.5,62.5,63.2,63.24,57.3,85.818
20/10/2020,62.5,63.8,63.8,62.7,63,62.85,57.12,6.46
21/10/2020,62.89308176,63,63,62,62,62.8,56.21,3.36
22/10/2020,0.00 / 0.00%,62,62.9,62,62,62.5,56.21,640
23/10/2020,0.00 / 0.00%,62,62.1,61.5,62,62.03,56.21,4.53
26/10/2020,62.11180124,62,63,62,63,63,57.12,680
27/10/2020,62.89308176,61.5,63,60,62,61.03,56.21,3.31
28/10/2020,61.94690265,62,62,60.6,60.6,61.54,54.94,1.56
29/10/2020,60.60606061,60.5,62,59.9,62,60.69,56.21,13.99
30/10/2020,61.98347107,62.1,63.5,62,63.5,62.4,57.57,9.57
2/11/2020,0.00 / 0.00%,64.6,64.6,63.5,63.5,63.62,57.57,460
3/11/2020,63.29113924,63.5,63.5,63,63,63.03,57.12,1.2
4/11/2020,62.5,62,64.5,62,63.3,62.81,57.39,6.54
5/11/2020,63.06306306,63.3,64,63.3,64,63.87,58.02,2.59
6/11/2020,0.00 / 0.00%,64,64,63.6,64,63.64,58.02,1.21
9/11/2020,64.51612903,63.2,64.4,63.2,64.2,63.59,58.21,3.25
10/11/2020,64.24581006,64.2,66.7,64,66.5,65.16,60.29,9.29
11/11/2020,0.00 / 0.00%,66.5,66.9,66.3,66.5,66.54,60.29,1.68
12/11/2020,66.66666667,66.5,66.5,66,66.1,66.08,59.93,1.81
13/11/2020,66.03773585,66.1,67,66,66.8,66.44,60.56,1.54
16/11/2020,66.66666667,67.7,67.7,66.8,67,67.09,60.74,1.63
17/11/2020,67.03910615,67,68.2,67,68.2,68.14,61.83,2.24
18/11/2020,68.18181818,68.2,69.6,68.2,69.4,69.19,62.92,6.85
19/11/2020,69.18238994,69.7,71,69.5,70.5,70.44,63.92,5.35
20/11/2020,0.00 / 0.00%,70.5,71,70,70.5,70.06,63.92,2.79
23/11/2020,0.00 / 0.00%,70.5,70.5,69.5,70.5,70.4,63.92,6.98
24/11/2020,70.58823529,70.5,70.5,68,69.9,69.98,63.37,6.54
25/11/2020,71.42857143,69.9,69.9,68,69.8,68.38,63.28,6.27
26/11/2020,69.56521739,67.9,69.8,67.9,69,69.73,62.56,2.15
27/11/2020,68.96551724,69.5,69.5,68.6,68.6,69.06,62.2,5.46
30/11/2020,66.66666667,70.1,70.1,68.1,68.7,68.79,62.29,3.61
1/12/2020,0.00 / 0.00%,69,69,68.1,68.7,68.52,62.29,1.16
2/12/2020,68.96551724,68.7,69,68.1,68.1,68.43,61.74,7.16
3/12/2020,66.66666667,68,68.5,68,68.2,68.14,61.83,6.02
4/12/2020,66.66666667,70.2,70.2,68.3,68.3,68.39,61.92,720
7/12/2020,0.00 / 0.00%,68.3,68.9,67.3,68.3,68.54,61.92,1.27
8/12/2020,68.49315068,69,69,67,68.8,67.97,62.38,1.92
9/12/2020,0.00 / 0.00%,68.8,68.8,68.8,68.8,68.8,62.38,1.02
10/12/2020,68.96551724,68.8,68.8,68,68,68.47,61.65,1.6
11/12/2020,68.02721088,68,69,68,69,68,62.56,1.47
14/12/2020,69.44444444,69,69,68.1,68.5,68.31,62.1,2.43
15/12/2020,66.66666667,68,68.4,67.1,68.4,68.08,62.01,3.6
16/12/2020,0.00 / 0.00%,68.9,68.9,68.4,68.4,68.52,62.01,1.12
17/12/2020,68.18181818,68.4,69,67.5,69,68.69,62.56,1.76
18/12/2020,0.00 / 0.00%,69.4,69.4,68.5,69,68.73,62.56,6.09
21/12/2020,68.96551724,69.9,69.9,68.5,69.4,68.89,62.92,5.25
22/12/2020,69.76744186,70.8,70.8,68.5,70,69.11,63.46,3.15
23/12/2020,0.00 / 0.00%,70,70,69,70,69.98,63.46,2.45
24/12/2020,69.93006993,70.5,70.5,68.5,69,68.93,62.56,5.2
25/12/2020,69.23076923,67.6,70,67.6,69.9,69.62,63.37,1.7
28/12/2020,69.76744186,69.5,69.5,68,69,68.95,62.56,2.5
29/12/2020,68.96551724,69.9,69.9,68.8,69.8,69.78,63.28,1.11
30/12/2020,69.67213115,69.8,71.7,69.8,71.5,70.97,64.82,7.27
31/12/2020,71.42857143,71.5,71.7,71.3,71.6,71.5,64.92,507.754
4/1/2021,71.42857143,73.3,74,73,73,73.68,66.18,2.6
5/1/2021,73.17073171,73.1,74,73.1,73.3,73.3,66.46,1.6
6/1/2021,73.39449541,73.3,73.3,70.2,72.5,70.92,65.73,5.2
7/1/2021,72.46376812,72.6,73,71,71,71.5,64.37,11.7
8/1/2021,71.42857143,71,72,70.3,70.5,70.81,63.92,22.4
11/1/2021,70.46979866,71.5,72.6,71.5,72.6,72.6,65.82,11.6
12/1/2021,72.36842105,72.6,72.6,71.4,71.5,71.92,64.82,14.9
13/01/2021,71.42857143,72,73.5,71.6,73.5,72.4,66.64,20.1
14/01/2021,73.52941176,73.5,73.6,71.6,72,72.56,65.28,28.9
15/01/2021,71.94244604,72.2,73,71,71,71.44,64.37,35.4
18/01/2021,70.92198582,71.2,72.3,71,72,71.19,65.28,43.8
19/01/2021,69.93006993,71,71,66.5,68,69.72,63.41,6
20/01/2021,67.56756757,68,69.5,68,68.5,68.97,63.88,7
21/01/2021,0.00 / 0.00%,68.3,68.5,68,68.5,68.29,63.88,4
22/01/2021,0.00 / 0.00%,69,69,68.5,68.5,68.5,63.88,5.2
25/01/2021,68.5483871,68.1,68.1,66.5,66.8,66.95,62.29,20.3
26/01/2021,0.00 / 0.00%,66.8,66.8,62.3,66.8,66,62.29,11.9
27/01/2021,66.82577566,66.8,66.8,64,64,65.16,59.68,36.2
28/01/2021,64,59.9,63.9,59.6,62.4,62.4,58.19,43.2
29/01/2021,62.40928882,65.8,66.7,65.8,66.7,66.13,62.2,9
1/2/2021,0.00 / 0.00%,66.7,67,66.4,66.7,66.63,62.2,58.2
2/2/2021,66.66666667,66.7,66.7,64,64.2,64.91,59.87,13.6
3/2/2021,64.51612903,68.4,68.4,64,64,64.61,59.68,33.6
4/2/2021,63.49206349,66.7,66.7,63.6,63.6,64.44,59.31,30.1
5/2/2021,62.5,64,64,63,63.5,63.47,59.22,14.3
8/2/2021,63.69426752,63.5,64.5,63.5,64.5,63.96,60.15,7
9/2/2021,64.32748538,64.5,65.6,64.5,65.6,64.87,61.17,600
17/02/2021,65.57377049,66,66.5,65,66,65.74,61.55,8.1
18/02/2021,65.78947368,66.5,66.5,65.4,65.5,65.69,61.08,19.1
19/02/2021,0.00 / 0.00%,65.5,65.8,65.4,65.5,65.53,61.08,25.1
22/02/2021,65.78947368,65.5,67,65.5,66,65.5,61.55,21.8
23/02/2021,66.07929515,66.5,67.5,65.8,67.5,66.53,62.95,41.1
24/02/2021,67.56756757,67.9,68,66.2,66.5,67.28,62.01,30.3
25/02/2021,66.66666667,67,67.2,67,67,67.06,62.48,13.9
26/02/2021,67.1641791,67,68.5,67,67.9,67.8,63.32,19.5
1/3/2021,67.90123457,67.9,69,67.9,69,68.66,64.35,7.6
2/3/2021,0.00 / 0.00%,68.8,69.5,68.5,69,68.97,64.35,7.8
3/3/2021,68.96551724,69,69.2,68.5,69.2,68.87,64.53,5.6
4/3/2021,69.30693069,69,69,68.5,68.5,68.87,63.88,25.6
5/3/2021,68.49315068,67.1,68,67.1,68,67.24,63.41,2.4
8/3/2021,68.02721088,68,69,68,69,68.78,64.35,9.9
9/3/2021,0.00 / 0.00%,69,69,68,69,68.48,64.35,6.2
10/3/2021,69.44444444,68.5,69,68.5,68.5,68.52,63.88,3.3
11/3/2021,68.49315068,69,69,68,68,68.5,63.41,1.4
12/3/2021,67.87330317,69.4,70.9,69.4,69.5,70.04,64.81,15
15/03/2021,69.44444444,69.9,71.5,69.9,71,70.41,66.21,1.9
16/03/2021,71.09004739,70.9,71.1,69.5,69.5,70.84,64.81,6.6
17/03/2021,71.42857143,69.5,69.8,69.5,69.6,69.61,64.91,5.2
18/03/2021,69.76744186,71.8,71.9,70.2,70.2,71.22,65.46,4.6
19/03/2021,70.1754386,69.8,70,69.5,69.8,69.8,65.09,6.7
22/03/2021,71.42857143,69.8,70,68.2,69.9,69.89,65.18,13.2
23/03/2021,71.42857143,69,70,69,70,69.29,65.28,4.4
24/03/2021,70.1754386,70,70,69,69.2,69.34,64.53,17.2
25/03/2021,69.76744186,69,69.5,68.8,69.5,69.2,64.81,7.1
26/03/2021,68.96551724,69.5,69.5,69.2,69.3,69.36,64.63,18.5
29/03/2021,69.36416185,70,70.5,69,70.5,69.58,65.74,3.9
30/03/2021,70.42253521,70.5,70.5,69,69,69.34,64.35,1.6
31/03/2021,69.76744186,69,70.3,68.7,68.7,70.07,64.07,11.9
1/4/2021,68.62745098,71,72,71,71.5,71.52,66.68,20.8
